Id;CodeCIS;Denomination;FormePharma;EstCommercialisée;StatutBDM;NoUE_autorisation;Titulaire(s);surveillance;JJ_MM_AAAA;idProcédure;idStatutAdmin
9469;65973020;METOPIRONE 250 mg, capsule;capsule;VRAI;Warning disponibilité;;HRA PHARMA;FAUX;07/10/1996;2;2
9470;65973294;CITRATE DE CAFEINE COOPER 25 mg/mL, solution injectable et buvable;solution injectable et buvable;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;31/12/1997;2;1
9471;65975217;W171;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;11/01/2022;3;1
9472;65976536;TREPROSTINIL REDDY PHARMA 10 mg/mL, solution pour perfusion;solution pour perfusion;FAUX;;;REDDY PHARMA;FAUX;28/09/2018;4;1
9473;65979151;LANTUS SOLOSTAR 100 unités/ ml, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/00/134;SANOFI AVENTIS (ALLEMAGNE);FAUX;06/02/2001;5;1
9474;65979518;ARPHOS, solution buvable;solution buvable;FAUX;;;DEXTREG;FAUX;15/12/1997;2;1
9475;65980246;ANY 8 POUR CENT, pommade;pommade;FAUX;;;LABORATOIRE DE L'HOMME DE FER;FAUX;28/08/1996;2;1
9476;65980513;SULFUR IODATUM LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;17/01/2012;3;1
9477;65980837;PICRICUM ACIDUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;29/07/2010;3;1
9478;65981266;FEBUXOSTAT SANDOZ 120 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;SANDOZ;FAUX;21/07/2017;4;1
9479;65981280;SALBUTAMOL ARROW 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose;solution pour inhalation par nébuliseur;FAUX;;;ARROW GENERIQUES;FAUX;03/06/2004;2;1
9480;65981679;NEORAL 50 mg, capsule molle;capsule molle;FAUX;;;NOVARTIS PHARMA;FAUX;21/11/1995;1;1
9481;65981743;VALERIANA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;20/09/2013;3;1
9482;65982158;LEVOFLOXACINE ZENTIVA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ZENTIVA FRANCE;FAUX;04/11/2009;2;1
9483;65982247;OBIZUR 500 U, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;FAUX;;EU/1/15/1035;BAXALTA INNOVATIONS (AUTRICHE);VRAI;11/11/2015;5;1
9484;65982507;PREGABALINE HCS 25 mg, gélule;gélule;FAUX;;;HCS (BELGIQUE);FAUX;22/02/2016;4;1
9485;65982553;THAISSEPT 50 microgrammes/24 heures, dispositif transdermique;dispositif;FAUX;;;BESINS INTERNATIONAL (FRANCE);FAUX;30/11/1999;1;1
9486;65982642;FEMSEPT 75 microgrammes/24 heures, dispositif transdermique;dispositif;FAUX;;;THERAMEX IRELAND (IRLANDE);FAUX;06/03/1998;2;1
9487;65982788;CAPECITABINE VIATRIS 150 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;06/09/2013;4;1
9488;65983107;PRIMACAINE ADRENALINE 1/200000, solution injectable à usage dentaire;solution injectable pour usage dentaire;FAUX;;;PRODUITS DENTAIRES PIERRE ROLLAND;FAUX;24/12/2002;2;1
9489;65983662;QUETIAPINE TEVA LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée;FAUX;;;TEVA SANTE;FAUX;07/07/2017;4;1
9490;65984700;LOXEN 20 mg, comprimé sécable;comprimé sécable;FAUX;;;LABORATOIRE XO;FAUX;20/02/1985;2;1
9491;65984903;BIPRETERAX 10 mg/2,5 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;PHARMA LAB;FAUX;15/03/2018;7;2
9492;65985122;EZETIMIBE/SIMVASTATINE VIATRIS 10 mg/40 mg, comprimé;comprimé;FAUX;;;VIATRIS SANTE;FAUX;22/11/2017;4;1
9493;65986587;ISTURISA 1 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/19/1407;RECORDATI RARE DISEASES;VRAI;09/01/2020;5;1
9494;65987486;FERRIPROX 500 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/99/108;CHIESI FARMACEUTICI;FAUX;25/08/1999;5;1
9495;65987568;XYDALBA 500 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;EU/1/14/986;ABBVIE DEUTSCHLAND (ALLEMAGNE);FAUX;19/02/2015;5;1
9496;65988086;ESCITALOPRAM ALMUS 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;SUN PHARMA FRANCE;FAUX;18/03/2014;2;1
9497;65988136;CLARITHROMYCINE EG 250 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;25/01/2005;2;1
9498;65988645;AMAREL 2 mg, comprimé;comprimé;FAUX;;;SANOFI WINTHROP INDUSTRIE;FAUX;14/11/1996;1;1
9499;65990614;SCEMBLIX 40 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/22/1670;NOVARTIS EUROPHARM (IRLANDE);VRAI;25/08/2022;5;1
9500;65991171;ZOPHREN 2 mg/ml, solution injectable en ampoule (IV);solution injectable;FAUX;;;SANDOZ;FAUX;05/03/1990;2;1
9501;65991463;ALPRAZOLAM ZYDUS 0,25 mg, comprimé sécable;comprimé sécable;FAUX;;;ZYDUS FRANCE;FAUX;14/06/1999;2;1
9502;65991659;TWINRIX ADULTE, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé) et de l'hépatite B (ADNr) (HAB) (adsorbé);suspension injectable;FAUX;;EU/1/96/020;GLAXOSMITHKLINE BIOLOGICALS;FAUX;20/09/1996;5;1
9503;65992266;ILUMETRI 200 mg, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/18/1323;ALMIRALL (ESPAGNE);VRAI;25/04/2022;5;1
9504;65992654;ODDIBIL 250 mg, comprimé enrobé;comprimé enrobé;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;09/03/2017;6;1
9505;65993012;VALACICLOVIR ZYDUS 500 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZYDUS FRANCE;FAUX;23/09/2010;2;1
9506;65993464;ARIPIPRAZOLE VIATRIS 10 mg, comprimé orodispersible;comprimé orodispersible;FAUX;;;VIATRIS SANTE;FAUX;09/02/2018;4;1
9507;65994267;SPIRONOLACTONE ALTIZIDE VIATRIS 25 mg/15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;VIATRIS SANTE;FAUX;24/10/1995;2;1
9508;65995643;MEMANTINE EG 10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;27/01/2014;4;1
9509;65998162;CEFUROXIME FLAVELAB 250 mg, poudre pour solution injectable (IM - IV);poudre pour solution injectable;FAUX;;;PANPHARMA;FAUX;01/12/1997;2;1
9510;65999410;EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL ZENTIVA 600 mg/200 mg/245 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/17/1210;ZENTIVA (REPUBLIQUE TCHEQUE);FAUX;17/07/2017;5;1
9511;65999556;LARIAM 250 mg, comprimé sécable;comprimé sécable;FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;17/05/1985;2;1
9512;65999613;ROPINIROLE KRKA LP 8 mg, comprimé à libération prolongée;comprimé à libération prolongée;VRAI;Warning disponibilité;;KRKA (SLOVENIE);FAUX;29/07/2011;4;1
9513;65999620;CHELIDONIUM MAJUS LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;12/04/2012;3;1
9514;66000321;ALLOPURINOL TEVA 300 mg, comprimé;comprimé;FAUX;;;TEVA SANTE;FAUX;10/12/2010;4;1
9515;66001099;PERINDOPRIL/INDAPAMIDE VIATRIS 2 mg/0,625 mg, comprimé;comprimé;FAUX;;;VIATRIS SANTE;FAUX;29/04/2009;1;1
9516;66001124;BIOTINE BAYER 5 mg, comprimé;comprimé;FAUX;;;BAYER HEALTHCARE;FAUX;08/12/1997;2;1
9517;66002781;LOXAPAC 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EISAI SAS;FAUX;08/08/1978;2;1
9518;66003374;DAFALGAN CODEINE, comprimé pelliculé;comprimé pelliculé;FAUX;;;UPSA;FAUX;21/02/1990;2;1
9519;66004031;SANDOSTATINE 100 microgrammes/1 mL, solution injectable/pour perfusion;solution injectable et pour perfusion;FAUX;;;NOVARTIS PHARMA;FAUX;30/03/1989;1;1
9520;66004227;DUPIXENT 200 mg, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/17/1229;SANOFI WINTHROP INDUSTRIE;FAUX;06/05/2019;5;1
9521;66004572;BRYOPHYLLUM CALYCINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;22/10/2020;3;1
9522;66005293;ACICLOVIR ZYDUS 5 %, crème;crème;FAUX;;;ZYDUS FRANCE;FAUX;17/05/2004;2;1
9523;66006655;ZAMUDOL LP 150 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;MEDA PHARMA;FAUX;15/04/1998;1;1
9524;66007465;STREFEN 8,75 mg, pastille;pastille;VRAI;Warning disponibilité;;DIFARMED (ESPAGNE);FAUX;18/07/2016;7;2
9525;66007981;PARACETAMOL VIATRIS 1000 mg, comprimé effervescent sécable;comprimé effervescent(e) sécable;FAUX;;;VIATRIS SANTE;FAUX;18/04/2016;2;1
9526;66008617;ATAZANAVIR BIOGARAN 300 mg, gélule;gélule;FAUX;;;BIOGARAN;FAUX;03/12/2018;2;1
9527;66008962;ENANTYUM 25 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;MENARINI ESPAGNE;FAUX;09/03/1998;1;2
9528;66009288;VONCENTO 500 UI FVIII/1200 UI FVW (5 ml de solvant), poudre et solvant pour solution injectable/perfusion;poudre et  solvant pour solution injectable ou pour perfusion;FAUX;;EU/1/13/857;CSL BEHRING (ALLEMAGNE);FAUX;12/08/2013;5;1
9529;66009498;BUPRENORPHINE SANDOZ 1 mg, comprimé sublingual;comprimé;FAUX;;;SANDOZ;FAUX;10/12/2008;2;1
9530;66009893;BACLOCUR 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ETHYPHARM;VRAI;22/10/2018;2;1
9531;66010671;JANUMET 50 mg/1000 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/08/455;MERCK SHARP & DOHME (PAYS-BAS);FAUX;16/07/2008;5;1
9532;66010949;EMTRICITABINE/TENOFOVIR DISOPROXIL ZENTIVA 200 mg/245 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;EU/1/16/1148;ZENTIVA (REPUBLIQUE TCHEQUE);FAUX;09/11/2016;5;1
9533;66011467;DOXYLAMINE SANDOZ CONSEIL 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;SANDOZ;FAUX;27/09/2012;2;1
9534;66011780;PANSORAL, gel pour application buccale;gel;FAUX;;;PIERRE FABRE MEDICAMENT;FAUX;31/07/1981;2;1
9535;66012868;ESCITALOPRAM CRISTERS PHARMA 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;SUN PHARMA FRANCE;FAUX;14/04/2014;1;1
9536;66013347;ARIPIPRAZOLE CRISTERS 10 mg, comprimé;comprimé;FAUX;;;CRISTERS;FAUX;14/02/2017;2;1
9537;66014762;ALEPSAL 150 mg, comprimé;comprimé;FAUX;;;TEOFARMA;FAUX;27/10/1988;2;1
9538;66015693;FLUCONAZOLE PFIZER 50 mg, gélule;gélule;FAUX;;;PFIZER HOLDING FRANCE;FAUX;23/02/1995;1;1
9539;66016628;OXYCODONE VIATRIS LP 20 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;VIATRIS SANTE;FAUX;10/09/2014;4;1
9540;66017203;GLIMEPIRIDE EG 2 mg, comprimé;comprimé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;06/04/2006;1;1
9541;66017541;CONTRACNE 5 mg, capsule molle;capsule molle;FAUX;;;LABORATOIRES BAILLEUL (LUXEMBOURG);VRAI;21/11/2007;2;1
9542;66019147;ONDANSETRON VIATRIS 8 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;12/12/2006;2;1
9543;66019460;DIOSMINE ZENTIVA CONSEIL 600 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ZENTIVA FRANCE;FAUX;17/02/1999;2;1
9544;66021066;BOTHROPS LANCEOLATUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;17/09/2019;3;1
9545;66022232;NIFLUGEL 2,5 %, gel;gel;FAUX;;;UPSA;FAUX;24/04/1989;2;1
9546;66023836;DIAZEPAM TEVA 5 mg, comprimé;comprimé;FAUX;;;TEVA SANTE;FAUX;28/01/1982;2;1
9547;66024831;AMLODIPINE/VALSARTAN ZENTIVA 5 mg/160 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;08/06/2017;4;1
9548;66025367;DEXAMETHASONE PANPHARMA 20 mg/5 mL, solution injectable;solution injectable;FAUX;;;PANPHARMA;FAUX;28/10/2020;4;1
9549;66027553;MOVICOL ENFANTS, poudre pour solution buvable en sachet-dose;poudre pour solution buvable;FAUX;;;NORGINE HEALTHCARE (PAYS-BAS);FAUX;31/03/2004;2;1
9550;66028705;AZITHROMYCINE EVOLUGEN 250 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;EVOLUPHARM;FAUX;06/04/2010;2;1
9551;66029390;TANAKAN 40 mg/ml, solution buvable;solution buvable;FAUX;;;IPSEN CONSUMER HEALTHCARE;FAUX;05/02/1990;2;1
9552;66029586;PREGABALINE HCS 150 mg, gélule;gélule;FAUX;;;HCS (BELGIQUE);FAUX;22/02/2016;4;1
9553;66029611;W642;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;10/09/2020;3;1
9554;66031135;DASATINIB VIATRIS 20 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;25/09/2019;4;1
9555;66031320;GALANTAMINE EG LP 24 mg, gélule à libération prolongée;gélule à libération prolongée;VRAI;Warning disponibilité;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;29/08/2013;4;2
9556;66032251;FRAGMINE 5 000 U.I. anti Xa/0,2 mL, solution injectable en seringue pré-remplie;solution injectable;FAUX;;;PFIZER HOLDING FRANCE;FAUX;04/12/1987;2;1
9557;66032486;SPIRONOLACTONE ARROW 75 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ARROW GENERIQUES;FAUX;20/12/2002;2;1
9558;66032721;OLIMEL N9E, émulsion pour perfusion;émulsion pour perfusion;FAUX;;;BAXTER;FAUX;21/07/2008;1;1
9559;66034512;ATRIANCE 5 mg/ml, solution pour perfusion;solution pour perfusion;FAUX;;EU/1/07/403;SANDOZ PHARMACEUTICALS (SLOVENIE);VRAI;22/08/2007;5;1
9560;66035518;PARIET 10 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);FAUX;;;JANSSEN CILAG;FAUX;25/11/1998;1;1
9561;66035589;IZIXATE 10 mg/0,20 mL, solution injectable en stylo injecteur prérempli;solution injectable;FAUX;;;ACCORD HEALTHCARE FRANCE;FAUX;28/12/2021;1;1
9562;66035913;ESCITALOPRAM MYLAN GENERIQUES 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;VRAI;Warning disponibilité;;MYLAN SAS;FAUX;27/01/2014;2;2
9563;66036285;QIADE 150 microgrammes/30 microgrammes, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;21/07/2010;4;1
9564;66036869;MIGLUSTAT ACCORD 100 mg, gélule;gélule;FAUX;;;ACCORD HEALTHCARE FRANCE;FAUX;12/02/2018;1;1
9565;66037184;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;27/11/2015;2;1
9566;66039057;OXOMEMAZINE VIATRIS 0,33 mg/ml, sirop;sirop;FAUX;;;VIATRIS SANTE;FAUX;08/07/2010;2;1
9567;66039826;PODOPHYLLUM PELTATUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;01/07/2013;3;1
9568;66040593;EDLUAR 5 mg, comprimé sublingual;comprimé;VRAI;Warning disponibilité;;MEDA PHARMA;FAUX;03/06/2013;4;1
9569;66040892;MONTELUKAST ZENTIVA 5 mg, comprimé à croquer;comprimé à croquer;FAUX;;;ZENTIVA FRANCE;FAUX;11/10/2016;2;1
9570;66041282;AZACITIDINE MYLAN 25 mg/mL, poudre pour suspension injectable;poudre pour suspension injectable;FAUX;;EU/1/20/1426;MYLAN IRELAND (IRLANDE);FAUX;27/03/2020;5;1
9571;66042039;OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante;gélule gastro-résistant(e);VRAI;Warning disponibilité;;BOUCHARA-RECORDATI;FAUX;22/02/2005;2;4
9572;66042644;LOSARTAN EVOLUGEN 100 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;EVOLUPHARM;FAUX;13/05/2008;2;1
9573;66043002;GINKOR FORT, gélule;gélule;FAUX;;;TONIPHARM;FAUX;26/01/1988;2;1
9574;66043358;SPIRONOLACTONE ALTIZIDE BIOGARAN 25 mg/15 mg, comprimé sécable;comprimé sécable;FAUX;;;BIOGARAN;FAUX;02/12/1998;2;1
9575;66043963;NEURONTIN 800 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS UP;FAUX;25/06/1998;1;1
9576;66043970;IDRYLINE, collyre en solution en récipient unidose;collyre en solution;FAUX;;;BOIRON;FAUX;29/09/2020;2;1
9577;66044086;CINACALCET ARROW 60 mg, comprimé pelliculé sécable;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;13/05/2019;4;1
9578;66046272;AMOXICILLINE SUN 500 mg, gélule;gélule;VRAI;Warning disponibilité;;SUN PHARMA FRANCE;FAUX;13/05/2008;2;1
9579;66046856;DIANEAL PD4 GLUCOSE 1,36 %, solution pour dialyse péritonéale en poche;solution pour dialyse péritonéale;VRAI;Warning disponibilité;;BAXTER;FAUX;10/08/1992;2;1
9580;66047164;ACTISOUFRE 4 mg/50 mg par 10 ml, suspension buvable ou pour instillation nasale;suspension buvable ou pour instillation;FAUX;;;GRIMBERG;FAUX;29/01/1992;2;1
9581;66047342;SKYRIZI 150 mg, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/19/1361;ABBVIE DEUTSCHLAND (ALLEMAGNE);VRAI;21/05/2021;5;1
9582;66048056;ARIXTRA 7,5 mg/0,6 ml, solution injectable en seringue pré-remplie;solution injectable;FAUX;;EU/1/02/206;MYLAN IRE HEALTHCARE (IRLANDE);FAUX;12/11/2004;5;1
9583;66048871;VENTAVIS 10 microgrammes/ml, solution pour inhalation par nébuliseur;solution pour inhalation par nébuliseur;FAUX;;EU/1/03/255;BAYER AG (ALLEMAGNE);FAUX;16/09/2003;5;1
9584;66050160;PEMETREXED EG 25 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;01/08/2016;4;1
9585;66051294;LENALIDOMIDE EG 20 mg, gélule;gélule;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;15/09/2020;4;1
9586;66051440;LEVOCETIRIZINE BIOGARAN 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;01/03/2010;4;1
9587;66051593;BISOPROLOL VIATRIS SANTE 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;VIATRIS SANTE;FAUX;12/02/2020;2;1
9588;66052179;ALVESCO 160 microgrammes/dose, solution pour inhalation en flacon pressurisé;solution pour inhalation;FAUX;;;COVIS PHARMA EUROPE (PAYS-BAS);FAUX;23/02/2009;1;1
9589;66053338;AUGMENTIN 1 g/125 mg, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1);poudre pour suspension buvable;FAUX;;;GLAXOSMITHKLINE;FAUX;03/09/1997;2;1
9590;66053815;DEPAKINE CHRONO 500 mg, comprimé pelliculé sécable à libération prolongée;comprimé pelliculé sécable à libération prolongée;FAUX;;;DIFARMED (ESPAGNE);FAUX;15/04/2019;7;1
9591;66053847;PEMETREXED EVER PHARMA 25 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;EVER VALINJECT (AUTRICHE);FAUX;26/11/2020;4;1
9592;66055182;VENTOLINE 1,25 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose;solution pour inhalation par nébuliseur;VRAI;Warning disponibilité;;GLAXOSMITHKLINE;FAUX;27/02/2001;2;1
9593;66055271;TREPROSTINIL REDDY PHARMA 1 mg/mL, solution pour perfusion;solution pour perfusion;FAUX;;;REDDY PHARMA;FAUX;28/09/2018;4;1
9594;66055652;MAGNESIUM CHLORURE RENAUDIN 10 % (0,1 g/ml), solution injectable (IV) en ampoule;solution injectable;FAUX;;;LABORATOIRE RENAUDIN;FAUX;21/04/2000;2;1
9595;66056341;JINARC 30 mg, comprimé;comprimé;FAUX;;EU/1/15/1000;OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);VRAI;27/05/2015;5;1
9596;66056398;ROPINIROLE SANDOZ LP 8 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;SANDOZ;FAUX;29/07/2011;4;1
9597;66056836;OROCAL VITAMINE D3 500 mg/1000 UI, comprimé à croquer;comprimé à croquer;FAUX;;;ARROW GENERIQUES;FAUX;17/07/2017;4;1
9598;66057023;LIDOCAINE AGUETTANT 10 mg/mL, solution injectable en seringue préremplie;solution injectable;FAUX;;;AGUETTANT;FAUX;06/07/2018;4;1
9599;66057308;VISKEN QUINZE, comprimé sécable;comprimé sécable;FAUX;;;PHOENIX HEALTHCARE (IRLANDE);FAUX;19/01/1979;2;1
9600;66057393;DOLIPRANE 100 mg, suppositoire sécable;suppositoire sécable;FAUX;;;OPELLA HEALTHCARE FRANCE;FAUX;17/08/1998;2;1
9601;66057945;SYMBICORT RAPIHALER 200/6 microgrammes par dose, suspension pour inhalation en flacon pressurisé;suspension pour inhalation;FAUX;;;ASTRAZENECA;FAUX;31/05/2016;4;1
9602;66058417;BARYTA CARBONICA LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;15/06/2009;3;1
9603;66058449;OLANZAPINE ZYDUS 7,5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZYDUS FRANCE;FAUX;14/05/2010;2;1
9604;66058837;HYDROCHLOROTHIAZIDE ARROW 25 mg, comprimé sécable;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;09/05/2019;4;1
9605;66060546;OMEPRAZOLE SUBSTIPHARM 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);VRAI;Warning disponibilité;;SUBSTIPHARM;FAUX;20/07/2004;2;1
9606;66063364;ATROPINE (SULFATE) AGUETTANT 1 mg/mL, solution injectable;solution injectable;FAUX;;;AGUETTANT;FAUX;08/04/1991;2;1
9607;66063916;CIPROFLOXACINE ARROW 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ARROW GENERIQUES;FAUX;26/08/2005;2;1
9608;66064046;CEFTAZIDIME VIATRIS ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable (IM, IV);poudre pour solution injectable;FAUX;;;VIATRIS SANTE;FAUX;17/10/2007;2;1
9609;66064587;TRILEPTAL 60 mg/ml, suspension buvable;suspension buvable;FAUX;;;NOVARTIS PHARMA;FAUX;26/10/2001;1;1
9610;66064765;AMMONIUM MURIATICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;05/01/2009;3;1
9611;66066271;ARANESP 10 microgrammes, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/01/185;AMGEN EUROPE;FAUX;08/06/2001;5;1
9612;66067708;AMINOMIX 800 E, solution pour perfusion;solution et  solution pour perfusion;FAUX;;;FRESENIUS KABI FRANCE;FAUX;29/11/2005;1;1
9613;66067715;AETHUSA CYNAPIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;08/08/2013;3;1
9614;66067754;PERINDOPRIL ARGININE/AMLODIPINE HCS 5 mg/5 mg, comprimé;comprimé;FAUX;;;HCS (BELGIQUE);FAUX;04/07/2022;4;1
9615;66069851;TIBERAL 1 g, solution injectable pour perfusion;solution injectable pour perfusion;FAUX;;;SERB;FAUX;05/03/1987;2;1
9616;66071012;BELLADONNA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  crème et  solution en gouttes en gouttes;FAUX;;;WELEDA;FAUX;05/11/2010;3;1
9617;66071126;CRYSVITA 20 mg, solution injectable;solution injectable;FAUX;;EU/1/17/1262;KYOWA KIRIN HOLDINGS (PAYS-BAS);FAUX;19/02/2018;5;1
9618;66071293;NEPEXTO 50 mg, solution injectable en stylo prérempli;solution injectable;FAUX;;EU/1/20/1436;MYLAN IRE HEALTHCARE (IRLANDE);VRAI;20/05/2020;5;1
9619;66072114;MEMANTINE BIOGARAN 20 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;23/02/2013;2;1
9620;66073305;AMBROXOL TEVA CONSEIL 0,6 %, solution buvable;solution buvable;VRAI;Warning disponibilité;;TEVA SANTE;FAUX;16/04/2003;2;2
9621;66075758;XYLONOR, compresse imprégnée pour usage dentaire;compresse imprégné(e) pour usage dentaire;FAUX;;;SEPTODONT;FAUX;03/07/2001;2;1
9622;66076194;W418;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;09/07/2020;3;1
9623;66077225;PREGABALINE ARROW LAB 100 mg, gélule;gélule;VRAI;Warning disponibilité;;ARROW GENERIQUES;FAUX;11/12/2015;2;2
9624;66078195;IODURE [123 I] DE SODIUM, CIS bio international, précurseur radiopharmaceutique [réference : I-123-S-1];précurseur radiopharmaceutique;FAUX;;;CIS BIO INTERNATIONAL;FAUX;24/10/2001;2;1
9625;66078868;PULMODEXANE 30 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;LABORATOIRE BAILLY CREAT;FAUX;17/04/2007;2;1
